"V8","V9","id","cond","complete","info","consent","intro","sync","neutral","inst.sync","inst.neutral","coordinated.study2_9","sameteam.study2_1","connected.study1_1","trust.study1_1","similar.study2_1","happy.study1_1","frustrated.study2_1","manipcheck.study2_1","attn_1","race","hispanic.latino","memory","gender","gender_TEXT","age","DO.BR.FL_8","DO.BL.Demo","DO.Q.memory","LocationLatitude","LocationLongitude","LocationAccuracy","difftime","HowSynch","SameTeam","Connected","Trust","Similar","Happy","studytype"
0018-07-12 19:53:00,0018-07-12 19:56:00,179629,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,7,5,4,4,5,7,2,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|memory|gender|age","6|5|2|1",42.38000488,-71.13289642,-1,3,5,5,4,4,5,7,"imagined"
0018-07-13 17:34:00,0018-07-13 17:38:00,181147,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,2,2,1,4,1,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,15,"FL_7","race|hispanic/latino|gender|age|memory","6|2|5|1",42.38000488,-71.13289642,-1,4,6,3,2,2,1,4,"imagined"
0018-07-14 15:29:00,0018-07-14 15:34:00,180448,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,3,3,3,4,4,2,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|gender|memory","6|1|2|5",42.38000488,-71.13289642,-1,5,5,3,3,3,4,4,"imagined"
0018-07-14 20:56:00,0018-07-14 20:59:00,180907,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,4,3,2,4,5,2,1,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|age|memory|gender","6|2|5|1",42.38000488,-71.13289642,-1,3,1,4,3,2,4,5,"imagined"
0018-07-16 23:13:00,0018-07-16 23:16:00,181309,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,6,6,4,6,4,5,4,3,"More than One Race","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|memory|age|gender","6|5|1|2",42.38000488,-71.13289642,-1,3,4,6,6,4,6,4,"imagined"
0018-07-17 02:53:00,0018-07-17 02:59:00,179923,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,5,4,3,6,4,5,3,"Prefer not to say","Prefer not to say","Take a walk around campus.  Do not talk with one another.","Female",NA,53,"FL_7","race|hispanic/latino|age|memory|gender","1|6|2|5",50.83329773,4.333297729,-1,6,5,5,5,4,3,6,"imagined"
0018-07-17 19:22:00,0018-07-17 19:28:00,180262,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,7,2,1,2,2,4,4,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|gender|age|memory","1|2|6|5",42.38000488,-71.13289642,-1,6,4,7,2,1,2,2,"imagined"
0018-07-18 12:15:00,0018-07-18 12:18:00,180733,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,4,3,3,5,3,6,2,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male",NA,16,"FL_7","race|hispanic/latino|gender|age|memory","5|2|6|1",42.38000488,-71.13289642,-1,3,2,4,3,3,5,3,"imagined"
0018-07-18 19:32:00,0018-07-18 19:33:00,181189,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,2,4,2,7,4,4,6,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,23,"FL_7","race|hispanic/latino|age|memory|gender","6|2|1|5",37.75100708,-97.8219986,-1,1,6,2,4,2,7,4,"imagined"
0018-07-18 21:04:00,0018-07-18 21:06:00,181408,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,6,5,4,4,4,4,5,3,"Prefer not to say","Prefer not to say","Take a walk around campus.  Do not talk with one another.","Male",NA,42,"FL_7","race|hispanic/latino|memory|gender|age","5|1|2|6",43.66549683,-79.42040253,-1,2,5,6,5,4,4,4,"imagined"
0018-07-19 08:56:00,0018-07-19 09:02:00,181438,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,2,2,2,2,2,3,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,15,"FL_7","race|hispanic/latino|age|gender|memory","5|6|2|1",42.38000488,-71.13289642,-1,6,3,2,2,2,2,2,"imagined"
0018-07-20 07:40:00,0018-07-20 07:42:00,180304,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,6,6,5,5,5,1,7,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male",NA,35,"FL_7","race|hispanic/latino|memory|gender|age","2|6|5|1",41.54969788,-72.65309906,-1,2,7,6,6,5,5,5,"imagined"
0018-07-20 08:32:00,0018-07-20 08:34:00,180322,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,2,2,2,2,3,3,6,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|memory|gender|age","6|2|1|5",42.38000488,-71.13289642,-1,2,6,2,2,2,2,3,"imagined"
0018-07-20 16:09:00,0018-07-20 16:13:00,181123,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,6,6,6,5,4,2,6,3,"Prefer not to say","No","Take a walk around campus.  Do not talk with one another.","Male",NA,16,"FL_7","race|hispanic/latino|age|memory|gender","6|5|2|1",42.38000488,-71.13289642,-1,4,6,6,6,6,5,4,"imagined"
0018-07-24 10:12:00,0018-07-24 10:18:00,181555,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,2,1,3,3,6,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|memory|gender|age","6|2|1|5",42.38000488,-71.13289642,-1,6,5,3,2,1,3,3,"imagined"
0018-07-24 23:23:00,0018-07-24 23:26:00,178930,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,4,3,4,5,2,5,3,"More than One Race","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|age|memory|gender","6|5|2|1",42.38000488,-71.13289642,-1,3,5,5,4,3,4,5,"imagined"
0018-07-25 13:10:00,0018-07-25 13:12:00,180316,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,4,3,1,7,2,3,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male",NA,18,"FL_7","race|hispanic/latino|gender|memory|age","2|5|1|6",42.38000488,-71.13289642,-1,2,4,4,3,1,7,2,"imagined"
0018-07-25 21:36:00,0018-07-25 21:37:00,181570,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,2,3,6,3,6,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male",NA,15,"FL_7","race|hispanic/latino|age|memory|gender","2|5|6|1",42.38000488,-71.13289642,-1,1,3,5,2,3,6,3,"imagined"
0018-07-26 21:15:00,0018-07-26 21:17:00,180313,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,6,5,6,3,2,4,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male",NA,16,"FL_7","race|hispanic/latino|memory|gender|age","2|5|1|6",42.38000488,-71.13289642,-1,2,4,6,5,6,3,2,"imagined"
0018-07-27 20:02:00,0018-07-27 20:06:00,181651,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,5,3,5,4,4,1,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male",NA,19,"FL_7","race|hispanic/latino|gender|memory|age","1|2|5|6",42.38000488,-71.13289642,-1,4,5,5,3,5,4,4,"imagined"
0018-07-30 14:52:00,0018-07-30 14:58:00,181720,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,3,1,4,1,3,6,2,3,"Asian","Prefer not to say","Take a walk around campus.  Do not talk with one another.","Male",NA,21,"FL_7","race|hispanic/latino|memory|gender|age","5|2|6|1",42.38000488,-71.13289642,-1,6,2,3,1,4,1,3,"imagined"
0018-07-30 17:50:00,0018-07-30 17:53:00,180175,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,2,2,2,2,4,4,2,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female",NA,42,"FL_7","race|hispanic/latino|memory|age|gender","5|2|6|1",-22.87510681,-43.27749634,-1,3,2,2,2,2,2,4,"imagined"
0018-07-30 21:37:00,0018-07-30 21:41:00,181741,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,3,2,2,2,4,5,3,"Prefer not to say","No","Take a walk around campus.  Do not talk with one another.","Male",NA,44,"FL_7","race|hispanic/latino|memory|age|gender","2|6|1|5",30.49980164,-97.80819702,-1,4,5,5,3,2,2,2,"imagined"
0018-07-31 17:07:00,0018-07-31 17:09:00,181762,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,6,6,2,4,4,5,6,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female",NA,16,"FL_7","race|hispanic/latino|age|gender|memory","6|5|2|1",42.38000488,-71.13289642,-1,2,6,6,6,2,4,4,"imagined"
0018-08-03 06:26:00,0018-08-03 06:31:00,180454,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,2,6,4,4,2,6,6,3,"Prefer not to say","No","Take a walk around campus.  Do not talk with one another.","Female",NA,15,"FL_7","race|hispanic/latino|memory|age|gender","2|5|1|6",30.07710266,31.28590393,-1,5,6,2,6,4,4,2,"imagined"
0018-08-05 16:00:00,0018-08-05 16:03:00,180310,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,5,2,2,6,4,4,5,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Female",NA,17,"FL_7","race|hispanic/latino|age|gender|memory","5|2|6|1",42.38000488,-71.13289642,-1,3,5,5,2,2,6,4,"imagined"
0018-08-15 12:33:00,0018-08-15 12:36:00,181981,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,2,2,5,4,5,4,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male",NA,23,"FL_7","race|hispanic/latino|gender|age|memory","5|1|2|6",20,77,-1,3,4,2,2,5,4,5,"imagined"
0018-07-12 12:13:00,0018-07-12 12:15:00,19490,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,6,5,3,3,3,4,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male","",19,"FL_5","race|hispanic/latino|age|gender|memory","5|2|6|1",32.88070679,-117.2359009,-1,2,5,6,5,3,3,3,"imagined"
0018-07-12 12:14:00,0018-07-12 12:16:00,15548,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,5,6,5,7,5,3,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",21,"FL_5","race|hispanic/latino|gender|age|memory","2|5|6|1",32.88070679,-117.2359009,-1,2,6,5,6,5,7,5,"imagined"
0018-07-12 12:52:00,0018-07-12 12:54:00,19380,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,2,3,3,4,2,3,6,2,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",19,"FL_5","race|hispanic/latino|memory|age|gender","2|6|1|5",32.88070679,-117.2359009,-1,2,2,3,3,4,2,3,"imagined"
0018-07-12 13:55:00,0018-07-12 13:57:00,24127,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,5,5,6,5,5,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",18,"FL_5","race|hispanic/latino|memory|age|gender","1|5|2|6",32.85940552,-117.2072983,-1,2,5,6,5,5,6,5,"imagined"
0018-07-12 14:08:00,0018-07-12 14:12:00,16968,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,3,1,1,1,2,1,3,3,"Prefer not to say","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",21,"FL_5","race|hispanic/latino|gender|age|memory","6|2|5|1",32.88070679,-117.2359009,-1,4,3,3,1,1,1,2,"imagined"
0018-07-12 14:35:00,0018-07-12 14:38:00,17116,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,7,7,7,2,5,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",22,"FL_5","race|hispanic/latino|age|gender|memory","1|2|6|5",32.88070679,-117.2359009,-1,3,5,7,7,7,7,2,"imagined"
0018-07-12 15:14:00,0018-07-12 15:17:00,20838,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,4,2,3,4,5,6,3,"White","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male","",20,"FL_5","race|hispanic/latino|memory|gender|age","1|2|6|5",32.88070679,-117.2359009,-1,3,6,7,4,2,3,4,"imagined"
0018-07-12 15:50:00,0018-07-12 15:51:00,20396,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,3,6,4,3,5,4,5,4,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",19,"FL_5","race|hispanic/latino|gender|age|memory","1|6|2|5",32.88070679,-117.2359009,-1,1,4,6,4,3,5,4,"imagined"
0018-07-12 19:55:00,0018-07-12 19:58:00,21125,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,4,3,3,4,3,4,6,3,"Native Hawaiian or Other Pacific Islander","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male","",22,"FL_5","race|hispanic/latino|gender|age|memory","2|6|1|5",32.85940552,-117.2072983,-1,3,6,4,3,3,4,3,"imagined"
0018-07-12 23:09:00,0018-07-12 23:11:00,24438,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,7,4,5,2,5,2,7,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",19,"FL_5","race|hispanic/latino|age|memory|gender","6|5|2|1",32.88070679,-117.2359009,-1,2,7,7,4,5,2,5,"imagined"
0018-07-13 07:42:00,0018-07-13 07:46:00,19036,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,6,5,4,4,3,5,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",19,"FL_5","race|hispanic/latino|memory|age|gender","6|2|1|5",34.0092926,-118.2584,-1,4,5,6,5,4,4,3,"imagined"
0018-07-13 11:15:00,0018-07-13 11:21:00,26581,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,5,1,3,3,4,4,3,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male","",20,"FL_5","race|hispanic/latino|gender|age|memory","5|1|6|2",32.95700073,-117.1978989,-1,6,3,5,1,3,3,4,"imagined"
0018-07-13 16:41:00,0018-07-13 16:44:00,21225,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,7,3,4,4,3,4,7,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",22,"FL_5","race|hispanic/latino|memory|gender|age","2|5|1|6",33.57170105,-117.7288971,-1,3,7,7,3,4,4,3,"imagined"
0018-07-13 17:49:00,0018-07-13 17:51:00,23427,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,6,6,6,5,4,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",19,"FL_5","race|hispanic/latino|age|memory|gender","6|2|5|1",32.88070679,-117.2359009,-1,2,5,6,6,6,6,5,"imagined"
0018-07-13 19:50:00,0018-07-13 19:55:00,22499,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,7,6,4,2,3,4,1,7,3,"White","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",21,"FL_5","race|hispanic/latino|gender|memory|age","6|2|1|5",32.79769897,-117.2335052,-1,5,7,6,4,2,3,4,"imagined"
0018-07-14 01:12:00,0018-07-14 01:15:00,18314,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,5,3,4,4,2,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",20,"FL_5","race|hispanic/latino|memory|age|gender","2|1|6|5",32.85940552,-117.2072983,-1,3,6,6,5,3,4,4,"imagined"
0018-07-14 12:29:00,0018-07-14 12:34:00,15694,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,7,5,5,6,6,1,7,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",20,"FL_5","race|hispanic/latino|age|memory|gender","1|2|5|6",32.85940552,-117.2072983,-1,5,7,7,5,5,6,6,"imagined"
0018-07-14 15:21:00,0018-07-14 15:23:00,23283,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,3,1,1,1,2,1,2,2,3,"More than One Race","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",22,"FL_5","race|hispanic/latino|gender|age|memory","5|1|6|2",32.77360535,-115.6022034,-1,2,2,1,1,1,2,1,"imagined"
0018-07-15 03:47:00,0018-07-15 03:52:00,20619,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,5,3,4,5,3,4,5,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",20,"FL_5","race|hispanic/latino|age|memory|gender","1|6|2|5",33.6053009,-117.7173004,-1,5,5,5,3,4,5,3,"imagined"
0018-07-15 14:27:00,0018-07-15 14:33:00,18224,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,6,6,6,7,5,4,5,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",20,"FL_5","race|hispanic/latino|memory|age|gender","6|2|1|5",32.95700073,-117.1978989,-1,6,6,6,6,7,5,4,"imagined"
0018-07-15 17:21:00,0018-07-15 17:22:00,15048,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,6,5,6,5,2,6,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",22,"FL_5","race|hispanic/latino|gender|age|memory","5|2|6|1",33.09579468,-117.2720947,-1,1,6,6,6,5,6,5,"imagined"
0018-07-15 20:24:00,0018-07-15 20:27:00,21149,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,5,4,5,4,5,4,2,4,3,"Prefer not to say","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male","",21,"FL_5","race|hispanic/latino|gender|memory|age","1|6|5|2",32.88070679,-117.2359009,-1,3,4,4,5,4,5,4,"imagined"
0018-07-15 21:57:00,0018-07-15 22:05:00,26649,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,5,5,3,5,4,4,5,3,"Prefer not to say","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",20,"FL_5","race|hispanic/latino|age|gender|memory","1|2|6|5",32.88070679,-117.2359009,-1,8,5,5,5,3,5,4,"imagined"
0018-07-15 22:47:00,0018-07-15 22:50:00,26611,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,4,4,4,4,4,5,5,3,"Prefer not to say","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male","",23,"FL_5","race|hispanic/latino|age|memory|gender","1|2|5|6",32.61019897,-117.0296021,-1,3,5,4,4,4,4,4,"imagined"
0018-07-15 23:41:00,0018-07-15 23:46:00,25839,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,4,4,4,5,4,4,4,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",24,"FL_5","race|hispanic/latino|gender|memory|age","6|5|2|1",32.8072052,-117.1649017,-1,5,4,4,4,4,5,4,"imagined"
0018-07-16 09:12:00,0018-07-16 09:16:00,18759,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,3,5,3,3,5,4,3,2,3,"More than One Race","Yes","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Male","",25,"FL_5","race|hispanic/latino|memory|gender|age","6|1|2|5",32.77920532,-117.1893997,-1,4,2,5,3,3,5,4,"imagined"
0018-07-16 10:14:00,0018-07-16 10:16:00,24780,"sync",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,1,NA,1,NA,4,6,3,6,7,3,1,4,3,"Asian","No","Take a walk around campus, and walk in synchrony.  Do not talk with one another.","Female","",20,"FL_5","race|hispanic/latino|gender|age|memory","6|2|5|1",32.88070679,-117.2359009,-1,2,4,6,3,6,7,3,"imagined"
