"V8","V9","id","cond","complete","info","consent","intro","sync","neutral","inst.sync","inst.neutral","coordinated.study2_9","sameteam.study2_1","connected.study1_1","trust.study1_1","similar.study2_1","happy.study1_1","frustrated.study2_1","manipcheck.study2_1","attn_1","race","hispanic.latino","memory","gender","gender_TEXT","age","DO.BR.FL_8","DO.BL.Demo","DO.Q.memory","LocationLatitude","LocationLongitude","LocationAccuracy","difftime","HowSynch","SameTeam","Connected","Trust","Similar","Happy","studytype"
0018-07-13 03:28:00,0018-07-13 03:34:00,24038,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,4,4,5,5,3,5,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Other","allsoul",35,"FL_7","race|hispanic/latino|age|gender|memory","2|1|5|6",32.80729675,-117.1324005,-1,6,4,4,4,5,5,3,"imagined"
0018-07-13 03:52:00,0018-07-13 03:54:00,21460,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,6,5,3,7,3,4,7,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",21,"FL_7","race|hispanic/latino|memory|gender|age","6|5|2|1",32.85940552,-117.2072983,-1,2,7,6,5,3,7,3,"imagined"
0018-07-13 10:37:00,0018-07-13 10:39:00,19746,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,1,3,1,3,5,2,1,1,3,"Prefer not to say","Yes","Take a walk around campus.  Do not talk with one another.","Male","",22,"FL_7","race|hispanic/latino|age|memory|gender","5|6|2|1",32.77510071,-117.0762024,-1,2,1,3,1,3,5,2,"imagined"
0018-07-13 14:35:00,0018-07-13 14:37:00,18765,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,3,3,2,4,4,3,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female","",29,"FL_7","race|hispanic/latino|memory|gender|age","6|5|1|2",32.86669922,-117.2481003,-1,2,3,5,3,3,2,4,"imagined"
0018-07-13 19:46:00,0018-07-13 19:49:00,20920,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,2,2,2,2,4,4,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|age|gender|memory","2|6|1|5",32.85940552,-117.2072983,-1,3,4,2,2,2,2,4,"imagined"
0018-07-13 23:15:00,0018-07-13 23:22:00,26620,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,3,2,5,5,4,3,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",20,"FL_7","race|hispanic/latino|age|memory|gender","2|1|5|6",32.85940552,-117.2072983,-1,7,4,3,2,5,5,4,"imagined"
0018-07-14 11:07:00,0018-07-14 11:11:00,24725,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,3,2,3,3,3,1,3,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male","",23,"FL_7","race|hispanic/latino|memory|gender|age","2|6|1|5",32.88070679,-117.2359009,-1,4,3,3,2,3,3,3,"imagined"
0018-07-14 13:25:00,0018-07-14 13:27:00,19886,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,1,1,2,1,5,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|age|gender|memory","5|2|1|6",32.85940552,-117.2072983,-1,2,5,3,1,1,2,1,"imagined"
0018-07-14 14:00:00,0018-07-14 14:02:00,20797,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,4,4,4,4,4,4,5,3,"More than One Race","Yes","Take a walk around campus.  Do not talk with one another.","Female","",22,"FL_7","race|hispanic/latino|memory|age|gender","6|2|1|5",33.90710449,-118.0766983,-1,2,5,4,4,4,4,4,"imagined"
0018-07-14 21:58:00,0018-07-14 22:00:00,10831,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,4,3,3,3,4,5,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",23,"FL_7","race|hispanic/latino|age|gender|memory","1|6|5|2",32.88969421,-117.1335983,-1,2,3,4,3,3,3,4,"imagined"
0018-07-14 23:35:00,0018-07-14 23:40:00,19577,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,6,5,4,4,4,1,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|gender|memory|age","2|1|5|6",32.80729675,-117.1324005,-1,5,5,6,5,4,4,4,"imagined"
0018-07-15 12:37:00,0018-07-15 12:39:00,16865,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,2,1,1,2,2,2,1,3,"More than One Race","No","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|age|gender|memory","5|6|1|2",32.85940552,-117.2072983,-1,2,1,2,1,1,2,2,"imagined"
0018-07-15 16:17:00,0018-07-15 16:18:00,25528,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,5,5,3,5,4,4,4,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male","",19,"FL_7","race|hispanic/latino|memory|gender|age","6|1|5|2",32.8072052,-117.1649017,-1,1,4,5,5,3,5,4,"imagined"
0018-07-15 19:50:00,0018-07-15 19:52:00,25901,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,3,3,1,1,5,3,4,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Female","",19,"FL_7","race|hispanic/latino|age|memory|gender","6|1|5|2",32.63609314,-117.0531998,-1,2,4,3,3,1,1,5,"imagined"
0018-07-15 21:59:00,0018-07-15 22:00:00,21387,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,2,3,1,6,4,5,2,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",22,"FL_7","race|hispanic/latino|gender|memory|age","2|6|1|5",32.85940552,-117.2072983,-1,1,2,2,3,1,6,4,"imagined"
0018-07-15 22:46:00,0018-07-15 22:50:00,23652,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,3,4,6,4,2,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",22,"FL_7","race|hispanic/latino|age|memory|gender","6|1|5|2",32.85940552,-117.2072983,-1,4,5,3,3,4,6,4,"imagined"
0018-07-15 23:13:00,0018-07-15 23:15:00,26632,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,7,2,3,3,6,5,4,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",23,"FL_7","race|hispanic/latino|age|memory|gender","6|2|5|1",32.85940552,-117.2072983,-1,2,6,2,3,3,6,5,"imagined"
0018-07-16 00:02:00,0018-07-16 00:04:00,21542,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,1,1,2,2,2,6,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",21,"FL_7","race|hispanic/latino|age|memory|gender","6|2|1|5",32.88969421,-117.1335983,-1,2,4,1,1,2,2,2,"imagined"
0018-07-16 10:23:00,0018-07-16 10:24:00,17186,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,6,2,2,5,4,4,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|gender|memory|age","2|5|6|1",32.88070679,-117.2359009,-1,1,4,6,2,2,5,4,"imagined"
0018-07-16 10:44:00,0018-07-16 10:46:00,26612,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,3,3,2,3,3,2,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Male","",22,"FL_7","race|hispanic/latino|age|gender|memory","1|2|6|5",32.88070679,-117.2359009,-1,2,5,3,3,2,3,3,"imagined"
0018-07-16 13:11:00,0018-07-16 13:13:00,24443,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,2,2,2,4,2,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",19,"FL_7","race|hispanic/latino|gender|memory|age","6|1|2|5",32.88070679,-117.2359009,-1,2,3,5,2,2,2,4,"imagined"
0018-07-16 14:04:00,0018-07-16 14:06:00,26618,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,2,2,2,5,3,4,5,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Female","",18,"FL_7","race|hispanic/latino|memory|age|gender","5|1|2|6",32.88070679,-117.2359009,-1,2,5,2,2,2,5,3,"imagined"
0018-07-16 16:04:00,0018-07-16 16:06:00,12997,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,3,4,3,5,4,4,4,3,"More than One Race","Yes","Take a walk around campus.  Do not talk with one another.","Female","",22,"FL_7","race|hispanic/latino|memory|gender|age","6|5|1|2",32.88070679,-117.2359009,-1,2,4,3,4,3,5,4,"imagined"
0018-07-16 16:12:00,0018-07-16 16:14:00,20977,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,1,1,3,3,2,5,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",21,"FL_7","race|hispanic/latino|age|memory|gender","1|2|5|6",32.88070679,-117.2359009,-1,2,3,1,1,3,3,2,"imagined"
0018-07-16 16:20:00,0018-07-16 16:24:00,18876,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,2,2,2,5,2,4,3,"Prefer not to say","Yes","Take a walk around campus.  Do not talk with one another.","Female","",19,"FL_7","race|hispanic/latino|gender|age|memory","5|6|1|2",32.88070679,-117.2359009,-1,4,4,3,2,2,2,5,"imagined"
0018-07-17 00:04:00,0018-07-17 00:08:00,21042,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,4,2,2,3,4,2,2,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",19,"FL_7","race|hispanic/latino|memory|gender|age","1|2|6|5",32.81829834,-117.1966019,-1,4,2,4,2,2,3,4,"imagined"
0018-07-17 12:04:00,0018-07-17 12:08:00,23479,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,3,2,1,5,4,5,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",22,"FL_7","race|hispanic/latino|gender|memory|age","1|2|5|6",32.88070679,-117.2359009,-1,4,3,3,2,1,5,4,"imagined"
0018-07-17 13:05:00,0018-07-17 13:07:00,23028,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,4,3,2,4,4,5,4,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",19,"FL_7","race|hispanic/latino|memory|age|gender","6|5|1|2",32.88070679,-117.2359009,-1,2,4,4,3,2,4,4,"imagined"
0018-07-17 16:20:00,0018-07-17 16:23:00,11581,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,4,1,3,1,2,2,2,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",22,"FL_7","race|hispanic/latino|gender|memory|age","2|1|5|6",32.85940552,-117.2072983,-1,3,2,4,1,3,1,2,"imagined"
0018-07-17 20:37:00,0018-07-17 20:39:00,21437,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,5,3,2,4,2,5,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|age|memory|gender","6|5|2|1",32.90170288,-116.8932953,-1,2,5,5,3,2,4,2,"imagined"
0018-07-17 23:50:00,0018-07-17 23:52:00,23327,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,6,4,4,7,3,6,4,3,"More than One Race","No","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|gender|memory|age","5|6|1|2",32.85940552,-117.2072983,-1,2,4,6,4,4,7,3,"imagined"
0018-07-18 00:48:00,0018-07-18 00:50:00,20245,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,4,4,3,4,4,5,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|memory|age|gender","2|1|6|5",32.88070679,-117.2359009,-1,2,5,4,4,3,4,4,"imagined"
0018-07-18 14:00:00,0018-07-18 14:06:00,13863,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,2,1,4,5,4,4,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",25,"FL_7","race|hispanic/latino|gender|age|memory","1|2|5|6",32.88070679,-117.2359009,-1,6,6,2,1,4,5,4,"imagined"
0018-07-18 18:23:00,0018-07-18 18:26:00,22303,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,5,4,4,3,4,2,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|memory|age|gender","6|2|5|1",32.85940552,-117.2072983,-1,3,3,5,4,4,3,4,"imagined"
0018-07-18 18:33:00,0018-07-18 18:36:00,17353,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,6,3,4,5,4,5,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|gender|age|memory","6|1|5|2",32.85940552,-117.2072983,-1,3,3,6,3,4,5,4,"imagined"
0018-07-19 13:05:00,0018-07-19 13:06:00,23021,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,1,1,1,1,2,5,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|gender|memory|age","6|5|1|2",32.88070679,-117.2359009,-1,1,5,1,1,1,1,2,"imagined"
0018-07-19 13:09:00,0018-07-19 13:12:00,25554,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,2,1,1,2,4,4,2,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|age|gender|memory","6|1|2|5",32.88070679,-117.2359009,-1,3,2,2,1,1,2,4,"imagined"
0018-08-15 16:46:00,0018-08-15 16:49:00,15288,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,6,3,3,7,2,6,4,3,"Prefer not to say","Prefer not to say","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|gender|memory|age","6|1|5|2",32.88070679,-117.2359009,-1,3,4,6,3,3,7,2,"imagined"
0018-08-16 10:26:00,0018-08-16 10:28:00,26702,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,3,3,3,5,4,1,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",19,"FL_7","race|hispanic/latino|gender|age|memory","5|1|2|6",32.86669922,-117.2481003,-1,2,6,3,3,3,5,4,"imagined"
0018-08-16 16:39:00,0018-08-16 16:42:00,17993,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,5,3,3,4,4,5,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|gender|age|memory","6|1|2|5",32.88070679,-117.2359009,-1,3,5,5,3,3,4,4,"imagined"
0018-08-17 14:37:00,0018-08-17 14:39:00,25406,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,4,3,3,3,3,1,4,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Male","",21,"FL_7","race|hispanic/latino|gender|memory|age","5|2|1|6",32.85940552,-117.2072983,-1,2,4,4,3,3,3,3,"imagined"
0018-08-17 17:35:00,0018-08-17 17:38:00,26738,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,4,5,3,3,6,2,2,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",19,"FL_7","race|hispanic/latino|gender|age|memory","5|6|2|1",32.88969421,-117.1335983,-1,3,2,4,5,3,3,6,"imagined"
0018-08-17 22:42:00,0018-08-17 22:45:00,19132,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,7,6,2,2,6,2,6,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",20,"FL_7","race|hispanic/latino|age|memory|gender","2|6|5|1",32.85940552,-117.2072983,-1,3,6,6,2,2,6,2,"imagined"
0018-08-18 11:29:00,0018-08-18 11:33:00,24462,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,6,5,2,1,5,3,6,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female","",30,"FL_7","race|hispanic/latino|memory|age|gender","2|1|6|5",32.67070007,-117.0946045,-1,4,6,6,5,2,1,5,"imagined"
0018-08-20 00:24:00,0018-08-20 00:25:00,16891,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,2,3,2,5,3,4,3,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Female","",22,"FL_7","race|hispanic/latino|memory|age|gender","5|6|1|2",32.71099854,-117.0534973,-1,1,3,2,3,2,5,3,"imagined"
0018-08-20 22:21:00,0018-08-20 22:22:00,19759,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,2,2,5,5,4,4,5,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",23,"FL_7","race|hispanic/latino|memory|age|gender","2|1|6|5",32.96560669,-117.1269989,-1,1,5,2,2,5,5,4,"imagined"
0018-08-22 18:28:00,0018-08-22 18:33:00,18659,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,4,1,4,7,4,7,6,3,"Prefer not to say","Yes","Take a walk around campus.  Do not talk with one another.","Other","why is hispanic/latino in a different option as race?",22,"FL_7","race|hispanic/latino|gender|memory|age","2|5|6|1",33.76930237,-117.8796997,-1,5,6,4,1,4,7,4,"imagined"
0018-08-22 22:08:00,0018-08-22 22:11:00,18133,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,6,4,3,5,2,2,1,7,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Male","",21,"FL_7","race|hispanic/latino|memory|age|gender","1|5|6|2",34.12809753,-118.289299,-1,3,7,4,3,5,2,2,"imagined"
0018-08-23 23:54:00,0018-08-23 23:56:00,26748,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,5,2,1,2,3,5,4,3,"More than One Race","Yes","Take a walk around campus.  Do not talk with one another.","Female","",18,"FL_7","race|hispanic/latino|memory|gender|age","1|5|2|6",37.75100708,-97.8219986,-1,2,4,5,2,1,2,3,"imagined"
0018-08-24 21:10:00,0018-08-24 21:12:00,14928,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,2,2,3,4,6,5,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Female","",22,"FL_7","race|hispanic/latino|memory|gender|age","5|2|1|6",32.86669922,-117.2481003,-1,2,5,3,2,2,3,4,"imagined"
0018-08-25 21:53:00,0018-08-25 21:57:00,23606,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,3,3,3,4,3,4,3,3,3,"More than One Race","No","Take a walk around campus.  Do not talk with one another.","Male","",20,"FL_7","race|hispanic/latino|memory|gender|age","5|1|2|6",32.81829834,-117.1966019,-1,4,3,3,3,4,3,4,"imagined"
0018-08-26 19:52:00,0018-08-26 19:56:00,23500,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,7,6,4,5,4,4,6,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",24,"FL_7","race|hispanic/latino|memory|gender|age","6|1|5|2",32.85940552,-117.2072983,-1,4,6,7,6,4,5,4,"imagined"
0018-08-27 14:59:00,0018-08-27 15:04:00,25055,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,5,3,2,3,6,2,4,5,3,"Prefer not to say","Yes","Take a walk around campus.  Do not talk with one another.","Female","",23,"FL_7","race|hispanic/latino|gender|age|memory","1|2|5|6",32.85940552,-117.2072983,-1,5,5,3,2,3,6,2,"imagined"
0018-08-27 17:45:00,0018-08-27 17:48:00,24690,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,2,5,5,4,5,3,5,5,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female","",19,"FL_7","race|hispanic/latino|gender|memory|age","2|5|1|6",32.88070679,-117.2359009,-1,3,5,5,5,4,5,3,"imagined"
0018-08-27 18:33:00,0018-08-27 18:36:00,23470,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,7,6,3,2,3,2,4,6,3,"White","No","Take a walk around campus.  Do not talk with one another.","Female","",20,"FL_7","race|hispanic/latino|memory|gender|age","5|6|1|2",32.88070679,-117.2359009,-1,3,6,6,3,2,3,2,"imagined"
0018-08-27 19:10:00,0018-08-27 19:13:00,22749,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,4,5,3,2,6,3,6,1,3,"Asian","No","Take a walk around campus.  Do not talk with one another.","Male","",19,"FL_7","race|hispanic/latino|gender|memory|age","1|5|6|2",32.85940552,-117.2072983,-1,3,1,5,3,2,6,3,"imagined"
0018-08-28 11:59:00,0018-08-28 12:01:00,19951,"neutral",1,1,"<span style=""font-size:19px;"">Yes, I understand and wish to continue</span>",1,NA,1,NA,1,7,7,6,4,5,4,6,3,3,"White","Yes","Take a walk around campus.  Do not talk with one another.","Female","",21,"FL_7","race|hispanic/latino|memory|gender|age","1|5|2|6",32.88070679,-117.2359009,-1,2,3,7,6,4,5,4,"imagined"
